'sample interval','MLII','V5'
23420,-0.295,-0.14
23421,-0.3,-0.14
23422,-0.28,-0.16
23423,-0.285,-0.175
23424,-0.28,-0.175
23425,-0.275,-0.145
23426,-0.265,-0.145
23427,-0.265,-0.15
23428,-0.27,-0.155
23429,-0.28,-0.17
23430,-0.29,-0.18
23431,-0.295,-0.17
23432,-0.295,-0.16
23433,-0.305,-0.16
23434,-0.32,-0.19
23435,-0.32,-0.195
23436,-0.335,-0.185
23437,-0.33,-0.17
23438,-0.335,-0.145
23439,-0.36,-0.16
23440,-0.355,-0.155
23441,-0.365,-0.18
23442,-0.38,-0.175
23443,-0.405,-0.14
23444,-0.405,-0.125
23445,-0.415,-0.125
23446,-0.44,-0.14
23447,-0.435,-0.15
23448,-0.445,-0.125
23449,-0.44,-0.11
23450,-0.42,-0.085
23451,-0.425,-0.09
23452,-0.445,-0.12
23453,-0.45,-0.12
23454,-0.46,-0.115
23455,-0.445,-0.095
23456,-0.45,-0.08
23457,-0.455,-0.085
23458,-0.465,-0.105
23459,-0.47,-0.105
23460,-0.465,-0.11
23461,-0.44,-0.105
23462,-0.44,-0.1
23463,-0.46,-0.11
23464,-0.465,-0.13
23465,-0.465,-0.14
23466,-0.455,-0.13
23467,-0.455,-0.11
23468,-0.48,-0.11
23469,-0.49,-0.105
23470,-0.48,-0.12
23471,-0.48,-0.135
23472,-0.505,-0.13
23473,-0.485,-0.11
23474,-0.46,-0.095
23475,-0.455,-0.115
23476,-0.465,-0.14
23477,-0.48,-0.16
23478,-0.49,-0.155
23479,-0.465,-0.135
23480,-0.435,-0.14
23481,-0.43,-0.13
23482,-0.455,-0.155
23483,-0.485,-0.17
23484,-0.49,-0.14
23485,-0.46,-0.125
23486,-0.445,-0.125
23487,-0.45,-0.125
23488,-0.47,-0.14
23489,-0.485,-0.13
23490,-0.47,-0.125
23491,-0.45,-0.09
23492,-0.445,-0.09
23493,-0.44,-0.085
23494,-0.425,-0.1
23495,-0.46,-0.1
23496,-0.46,-0.1
23497,-0.455,-0.08
23498,-0.455,-0.07
23499,-0.455,-0.09
23500,-0.45,-0.1
23501,-0.46,-0.105
23502,-0.455,-0.095
23503,-0.44,-0.075
23504,-0.43,-0.09
23505,-0.43,-0.11
23506,-0.445,-0.125
23507,-0.45,-0.125
23508,-0.45,-0.12
23509,-0.445,-0.095
23510,-0.445,-0.09
23511,-0.46,-0.105
23512,-0.47,-0.125
23513,-0.46,-0.12
23514,-0.465,-0.11
23515,-0.45,-0.09
23516,-0.445,-0.09
23517,-0.43,-0.105
23518,-0.445,-0.135
23519,-0.46,-0.14
23520,-0.46,-0.13
23521,-0.435,-0.125
23522,-0.44,-0.12
23523,-0.43,-0.135
23524,-0.425,-0.165
23525,-0.445,-0.135
23526,-0.455,-0.135
23527,-0.465,-0.11
23528,-0.465,-0.12
23529,-0.47,-0.135
23530,-0.46,-0.135
23531,-0.455,-0.125
23532,-0.445,-0.11
23533,-0.445,-0.1
23534,-0.455,-0.09
23535,-0.45,-0.095
23536,-0.445,-0.1
23537,-0.45,-0.1
23538,-0.47,-0.075
23539,-0.48,-0.065
23540,-0.455,-0.085
23541,-0.435,-0.09
23542,-0.44,-0.105
23543,-0.45,-0.095
23544,-0.47,-0.08
23545,-0.465,-0.07
23546,-0.445,-0.09
23547,-0.445,-0.11
23548,-0.465,-0.11
23549,-0.47,-0.115
23550,-0.465,-0.1
23551,-0.465,-0.095
23552,-0.465,-0.09
23553,-0.475,-0.115
23554,-0.48,-0.12
23555,-0.48,-0.12
23556,-0.475,-0.1
23557,-0.475,-0.1
23558,-0.455,-0.1
23559,-0.46,-0.115
23560,-0.47,-0.12
23561,-0.48,-0.115
23562,-0.48,-0.115
23563,-0.46,-0.11
23564,-0.46,-0.12
23565,-0.46,-0.12
23566,-0.46,-0.125
23567,-0.46,-0.14
23568,-0.47,-0.13
23569,-0.45,-0.12
23570,-0.44,-0.125
23571,-0.42,-0.125
23572,-0.415,-0.135
23573,-0.425,-0.125
23574,-0.425,-0.11
23575,-0.42,-0.1
23576,-0.405,-0.105
23577,-0.39,-0.1
23578,-0.4,-0.09
23579,-0.415,-0.09
23580,-0.4,-0.07
23581,-0.365,-0.07
23582,-0.32,-0.065
23583,-0.29,-0.075
23584,-0.305,-0.09
23585,-0.345,-0.075
23586,-0.385,-0.085
23587,-0.345,-0.08
23588,-0.34,-0.085
23589,-0.325,-0.08
23590,-0.35,-0.085
23591,-0.38,-0.1
23592,-0.4,-0.105
23593,-0.39,-0.11
23594,-0.38,-0.11
23595,-0.4,-0.105
23596,-0.405,-0.11
23597,-0.43,-0.11
23598,-0.45,-0.11
23599,-0.455,-0.105
23600,-0.45,-0.1
23601,-0.46,-0.1
23602,-0.47,-0.09
23603,-0.475,-0.12
23604,-0.49,-0.135
23605,-0.475,-0.13
23606,-0.47,-0.125
23607,-0.465,-0.125
23608,-0.465,-0.115
23609,-0.475,-0.13
23610,-0.47,-0.145
23611,-0.455,-0.135
23612,-0.46,-0.125
23613,-0.505,-0.14
23614,-0.55,-0.125
23615,-0.55,-0.14
23616,-0.535,-0.13
23617,-0.5,-0.115
23618,-0.465,-0.1
23619,-0.45,-0.09
23620,-0.475,-0.095
23621,-0.51,-0.105
23622,-0.535,-0.095
23623,-0.545,-0.085
23624,-0.52,-0.075
23625,-0.525,-0.055
23626,-0.525,-0.06
23627,-0.54,-0.08
23628,-0.535,-0.075
23629,-0.46,-0.065
23630,-0.31,-0.055
23631,-0.08,-0.055
23632,0.185,-0.065
23633,0.475,-0.095
23634,0.78,-0.12
23635,1.025,-0.135
23636,1.065,-0.155
23637,0.85,-0.18
23638,0.515,-0.19
23639,0.205,-0.185
23640,-0.095,-0.15
23641,-0.29,-0.095
23642,-0.38,-0.06
23643,-0.405,-0.05
23644,-0.465,-0.085
23645,-0.485,-0.11
23646,-0.505,-0.115
23647,-0.505,-0.1
23648,-0.505,-0.095
23649,-0.505,-0.105
23650,-0.54,-0.11
23651,-0.565,-0.135
23652,-0.59,-0.135
23653,-0.575,-0.12
23654,-0.555,-0.11
23655,-0.555,-0.105
23656,-0.56,-0.105
23657,-0.565,-0.14
23658,-0.585,-0.125
23659,-0.575,-0.125
23660,-0.565,-0.105
23661,-0.57,-0.12
23662,-0.56,-0.13
23663,-0.565,-0.12
23664,-0.57,-0.11
23665,-0.57,-0.09
23666,-0.56,-0.085
23667,-0.55,-0.09
23668,-0.57,-0.075
23669,-0.56,-0.08
23670,-0.58,-0.095
23671,-0.57,-0.07
23672,-0.575,-0.065
23673,-0.565,-0.055
23674,-0.575,-0.07
23675,-0.57,-0.085
23676,-0.57,-0.11
23677,-0.58,-0.095
23678,-0.57,-0.1
23679,-0.56,-0.095
23680,-0.565,-0.105
23681,-0.56,-0.115
23682,-0.565,-0.12
23683,-0.555,-0.12
23684,-0.555,-0.1
23685,-0.565,-0.095
23686,-0.555,-0.105
23687,-0.56,-0.11
23688,-0.575,-0.11
23689,-0.565,-0.08
23690,-0.55,-0.075
23691,-0.54,-0.105
23692,-0.53,-0.13
23693,-0.54,-0.145
23694,-0.57,-0.14
23695,-0.57,-0.125
23696,-0.565,-0.13
23697,-0.565,-0.12
23698,-0.555,-0.145
23699,-0.555,-0.155
23700,-0.555,-0.145
23701,-0.53,-0.125
23702,-0.52,-0.11
23703,-0.525,-0.105
23704,-0.525,-0.12
23705,-0.535,-0.135
23706,-0.53,-0.13
23707,-0.52,-0.095
23708,-0.5,-0.085
23709,-0.5,-0.08
23710,-0.515,-0.095
23711,-0.525,-0.105
23712,-0.525,-0.09
23713,-0.49,-0.075
23714,-0.475,-0.07
23715,-0.465,-0.07
23716,-0.48,-0.095
23717,-0.47,-0.115
23718,-0.47,-0.105
23719,-0.45,-0.09
23720,-0.445,-0.085
23721,-0.44,-0.095
23722,-0.435,-0.1
23723,-0.445,-0.12
23724,-0.445,-0.11
23725,-0.435,-0.095
23726,-0.435,-0.1
23727,-0.42,-0.1
23728,-0.395,-0.12
23729,-0.38,-0.14
23730,-0.355,-0.125
23731,-0.34,-0.125
23732,-0.33,-0.12
23733,-0.345,-0.135
23734,-0.34,-0.155
23735,-0.345,-0.17
23736,-0.345,-0.16
23737,-0.33,-0.15
23738,-0.31,-0.15
23739,-0.305,-0.165
23740,-0.295,-0.175
23741,-0.3,-0.19
23742,-0.315,-0.17
23743,-0.305,-0.155
23744,-0.28,-0.145
23745,-0.295,-0.155
23746,-0.3,-0.165
23747,-0.305,-0.175
23748,-0.31,-0.16
23749,-0.315,-0.14
23750,-0.325,-0.125
23751,-0.32,-0.12
23752,-0.32,-0.135
23753,-0.35,-0.135
23754,-0.36,-0.105
23755,-0.37,-0.09
23756,-0.37,-0.08
23757,-0.37,-0.09
23758,-0.385,-0.1
23759,-0.405,-0.105
23760,-0.41,-0.1
23761,-0.405,-0.09
23762,-0.41,-0.09
23763,-0.415,-0.09
23764,-0.435,-0.11
23765,-0.445,-0.12
23766,-0.47,-0.115
23767,-0.445,-0.105
23768,-0.445,-0.095
23769,-0.425,-0.115
23770,-0.455,-0.135
23771,-0.46,-0.125
23772,-0.465,-0.115
23773,-0.465,-0.09
23774,-0.465,-0.1
23775,-0.465,-0.12
23776,-0.455,-0.14
23777,-0.45,-0.145
23778,-0.46,-0.14
23779,-0.45,-0.13
23780,-0.445,-0.135
23781,-0.455,-0.14
23782,-0.465,-0.145
23783,-0.46,-0.155
23784,-0.465,-0.135
23785,-0.445,-0.13
23786,-0.43,-0.13
23787,-0.425,-0.13
23788,-0.445,-0.135
23789,-0.44,-0.13
23790,-0.45,-0.12
23791,-0.455,-0.115
23792,-0.435,-0.11
23793,-0.43,-0.105
23794,-0.43,-0.105
23795,-0.455,-0.095
23796,-0.465,-0.095
23797,-0.44,-0.09
23798,-0.425,-0.1
23799,-0.42,-0.105
23800,-0.44,-0.105
23801,-0.45,-0.1
23802,-0.435,-0.095
23803,-0.42,-0.08
23804,-0.4,-0.085
23805,-0.4,-0.095
23806,-0.41,-0.105
23807,-0.425,-0.115
23808,-0.425,-0.115
23809,-0.415,-0.12
23810,-0.415,-0.115
23811,-0.425,-0.115
23812,-0.415,-0.12
23813,-0.415,-0.125
23814,-0.415,-0.13
23815,-0.4,-0.12
23816,-0.4,-0.105
23817,-0.41,-0.11
23818,-0.425,-0.13
23819,-0.425,-0.15
23820,-0.42,-0.16
23821,-0.41,-0.155
23822,-0.4,-0.135
23823,-0.41,-0.135
23824,-0.425,-0.155
23825,-0.435,-0.17
23826,-0.44,-0.165
23827,-0.39,-0.135
23828,-0.385,-0.125
23829,-0.37,-0.125
23830,-0.36,-0.15
23831,-0.35,-0.16
23832,-0.355,-0.145
23833,-0.39,-0.13
23834,-0.41,-0.105
23835,-0.45,-0.11
23836,-0.46,-0.12
23837,-0.465,-0.125
23838,-0.465,-0.1
23839,-0.44,-0.1
23840,-0.39,-0.085
23841,-0.355,-0.105
23842,-0.305,-0.11
23843,-0.315,-0.13
23844,-0.37,-0.115
23845,-0.425,-0.1
23846,-0.435,-0.11
23847,-0.435,-0.12
23848,-0.42,-0.13
23849,-0.39,-0.13
23850,-0.37,-0.11
23851,-0.365,-0.095
23852,-0.35,-0.12
23853,-0.375,-0.13
23854,-0.39,-0.14
23855,-0.425,-0.13
23856,-0.42,-0.12
23857,-0.41,-0.13
23858,-0.405,-0.145
23859,-0.395,-0.14
23860,-0.395,-0.15
23861,-0.385,-0.145
23862,-0.39,-0.155
23863,-0.385,-0.155
23864,-0.38,-0.155
23865,-0.375,-0.15
23866,-0.365,-0.14
23867,-0.36,-0.165
23868,-0.355,-0.17
23869,-0.355,-0.155
23870,-0.35,-0.14
23871,-0.37,-0.13
23872,-0.375,-0.135
23873,-0.38,-0.145
23874,-0.385,-0.13
23875,-0.37,-0.12
23876,-0.355,-0.11
23877,-0.365,-0.105
23878,-0.37,-0.115
23879,-0.38,-0.12
23880,-0.38,-0.115
23881,-0.365,-0.095
23882,-0.34,-0.075
23883,-0.33,-0.09
23884,-0.335,-0.115
23885,-0.345,-0.135
23886,-0.35,-0.125
23887,-0.355,-0.115
23888,-0.325,-0.105
23889,-0.31,-0.105
23890,-0.32,-0.135
23891,-0.33,-0.13
23892,-0.32,-0.135
23893,-0.29,-0.11
23894,-0.255,-0.095
23895,-0.23,-0.095
23896,-0.19,-0.115
23897,-0.175,-0.13
23898,-0.185,-0.13
23899,-0.18,-0.125
23900,-0.2,-0.14
23901,-0.205,-0.15
23902,-0.22,-0.16
23903,-0.23,-0.165
23904,-0.235,-0.155
23905,-0.245,-0.135
23906,-0.25,-0.135
23907,-0.25,-0.15
23908,-0.255,-0.165
23909,-0.25,-0.165
23910,-0.25,-0.16
23911,-0.24,-0.135
23912,-0.255,-0.13
23913,-0.27,-0.145
23914,-0.275,-0.145
23915,-0.275,-0.135
23916,-0.285,-0.125
23917,-0.28,-0.11
23918,-0.305,-0.105
23919,-0.345,-0.115
23920,-0.365,-0.125
23921,-0.355,-0.12
23922,-0.365,-0.11
23923,-0.37,-0.09
23924,-0.355,-0.11
23925,-0.375,-0.105
23926,-0.365,-0.125
23927,-0.385,-0.13
23928,-0.38,-0.11
23929,-0.375,-0.095
23930,-0.36,-0.115
23931,-0.37,-0.125
23932,-0.375,-0.14
23933,-0.385,-0.145
23934,-0.375,-0.135
23935,-0.365,-0.13
23936,-0.345,-0.125
23937,-0.365,-0.14
23938,-0.385,-0.145
23939,-0.42,-0.14
23940,-0.44,-0.13
23941,-0.45,-0.12
23942,-0.38,-0.125
23943,-0.22,-0.135
23944,0.01,-0.15
23945,0.32,-0.155
23946,0.695,-0.155
23947,1.095,-0.155
23948,1.365,-0.17
23949,1.375,-0.21
23950,1.13,-0.22
23951,0.75,-0.235
23952,0.39,-0.23
23953,0.12,-0.185
23954,-0.015,-0.155
23955,-0.065,-0.135
23956,-0.1,-0.135
23957,-0.17,-0.135
23958,-0.2,-0.13
23959,-0.225,-0.11
23960,-0.235,-0.105
23961,-0.27,-0.1
23962,-0.305,-0.105
23963,-0.355,-0.11
23964,-0.375,-0.115
23965,-0.38,-0.105
23966,-0.395,-0.1
23967,-0.38,-0.095
23968,-0.395,-0.105
23969,-0.405,-0.115
23970,-0.425,-0.125
23971,-0.415,-0.12
23972,-0.41,-0.115
23973,-0.405,-0.115
23974,-0.4,-0.125
23975,-0.42,-0.13
23976,-0.43,-0.12
23977,-0.415,-0.12
23978,-0.415,-0.12
23979,-0.425,-0.105
23980,-0.435,-0.125
23981,-0.425,-0.145
23982,-0.43,-0.15
23983,-0.42,-0.14
23984,-0.41,-0.135
23985,-0.405,-0.13
23986,-0.415,-0.15
23987,-0.415,-0.17
23988,-0.425,-0.165
23989,-0.41,-0.155
23990,-0.4,-0.145
23991,-0.39,-0.14
23992,-0.405,-0.16
23993,-0.415,-0.16
23994,-0.42,-0.155
23995,-0.41,-0.14
23996,-0.39,-0.135
23997,-0.39,-0.14
23998,-0.395,-0.15
23999,-0.415,-0.155
24000,-0.42,-0.14
24001,-0.4,-0.12
24002,-0.395,-0.1
24003,-0.41,-0.105
24004,-0.42,-0.12
24005,-0.42,-0.125
24006,-0.415,-0.125
24007,-0.415,-0.11
24008,-0.39,-0.095
24009,-0.395,-0.11
24010,-0.39,-0.125
24011,-0.395,-0.145
24012,-0.39,-0.12
24013,-0.395,-0.12
24014,-0.39,-0.125
24015,-0.385,-0.135
24016,-0.385,-0.15
24017,-0.395,-0.155
24018,-0.385,-0.145
24019,-0.375,-0.13
24020,-0.36,-0.135
24021,-0.375,-0.14
24022,-0.37,-0.15
24023,-0.36,-0.145
24024,-0.355,-0.145
24025,-0.33,-0.13
24026,-0.32,-0.12
24027,-0.315,-0.145
24028,-0.32,-0.175
24029,-0.325,-0.18
24030,-0.32,-0.17
24031,-0.28,-0.16
24032,-0.26,-0.15
24033,-0.255,-0.165
24034,-0.26,-0.175
24035,-0.265,-0.19
24036,-0.26,-0.165
24037,-0.23,-0.155
24038,-0.205,-0.155
24039,-0.19,-0.165
24040,-0.19,-0.165
24041,-0.19,-0.16
24042,-0.185,-0.145
24043,-0.155,-0.12
24044,-0.135,-0.125
24045,-0.115,-0.13
24046,-0.125,-0.135
24047,-0.125,-0.15
24048,-0.11,-0.12
24049,-0.11,-0.115
24050,-0.105,-0.13
24051,-0.09,-0.12
24052,-0.09,-0.13
24053,-0.08,-0.14
24054,-0.08,-0.14
24055,-0.09,-0.135
24056,-0.065,-0.14
24057,-0.09,-0.15
24058,-0.09,-0.17
24059,-0.09,-0.165
24060,-0.1,-0.15
24061,-0.11,-0.15
24062,-0.125,-0.145
24063,-0.13,-0.15
24064,-0.145,-0.165
24065,-0.165,-0.155
24066,-0.19,-0.145
24067,-0.195,-0.14
24068,-0.2,-0.15
24069,-0.21,-0.165
24070,-0.23,-0.17
24071,-0.245,-0.18
24072,-0.26,-0.17
24073,-0.27,-0.165
24074,-0.265,-0.165
24075,-0.27,-0.175
24076,-0.28,-0.17
24077,-0.295,-0.17
24078,-0.325,-0.155
24079,-0.315,-0.155
24080,-0.31,-0.145
24081,-0.3,-0.155
24082,-0.29,-0.14
24083,-0.31,-0.14
24084,-0.32,-0.14
24085,-0.32,-0.125
24086,-0.305,-0.135
24087,-0.31,-0.14
24088,-0.33,-0.14
24089,-0.345,-0.125
24090,-0.355,-0.125
24091,-0.34,-0.125
24092,-0.33,-0.125
24093,-0.335,-0.12
24094,-0.325,-0.125
24095,-0.325,-0.135
24096,-0.33,-0.125
24097,-0.33,-0.13
24098,-0.32,-0.135
24099,-0.325,-0.14
24100,-0.33,-0.14
24101,-0.335,-0.145
24102,-0.335,-0.14
24103,-0.33,-0.14
24104,-0.315,-0.14
24105,-0.325,-0.14
24106,-0.32,-0.14
24107,-0.315,-0.14
24108,-0.325,-0.14
24109,-0.31,-0.135
24110,-0.315,-0.15
24111,-0.31,-0.145
24112,-0.295,-0.16
24113,-0.305,-0.165
24114,-0.315,-0.175
24115,-0.325,-0.18
24116,-0.31,-0.17
24117,-0.31,-0.16
24118,-0.305,-0.165
24119,-0.295,-0.18
24120,-0.31,-0.19
24121,-0.305,-0.17
24122,-0.295,-0.16
24123,-0.285,-0.155
24124,-0.285,-0.145
24125,-0.285,-0.175
24126,-0.3,-0.17
24127,-0.31,-0.145
24128,-0.3,-0.13
24129,-0.295,-0.125
24130,-0.28,-0.135
24131,-0.31,-0.135
24132,-0.31,-0.14
24133,-0.295,-0.115
24134,-0.275,-0.105
24135,-0.275,-0.105
24136,-0.29,-0.12
24137,-0.3,-0.125
24138,-0.31,-0.14
24139,-0.3,-0.115
24140,-0.275,-0.125
24141,-0.28,-0.13
24142,-0.285,-0.16
24143,-0.3,-0.18
24144,-0.31,-0.155
24145,-0.3,-0.14
24146,-0.28,-0.135
24147,-0.285,-0.145
24148,-0.3,-0.18
24149,-0.305,-0.17
24150,-0.31,-0.155
24151,-0.3,-0.14
24152,-0.295,-0.15
24153,-0.29,-0.175
24154,-0.285,-0.185
24155,-0.295,-0.18
24156,-0.295,-0.175
24157,-0.275,-0.165
24158,-0.28,-0.165
24159,-0.28,-0.175
24160,-0.3,-0.175
24161,-0.305,-0.185
24162,-0.3,-0.17
24163,-0.29,-0.16
24164,-0.285,-0.165
24165,-0.28,-0.16
24166,-0.285,-0.165
24167,-0.29,-0.16
24168,-0.3,-0.145
24169,-0.29,-0.13
24170,-0.295,-0.13
24171,-0.29,-0.135
24172,-0.29,-0.14
24173,-0.295,-0.13
24174,-0.3,-0.125
24175,-0.3,-0.12
24176,-0.295,-0.11
24177,-0.29,-0.115
24178,-0.295,-0.125
24179,-0.29,-0.13
24180,-0.31,-0.14
24181,-0.3,-0.14
24182,-0.29,-0.155
24183,-0.285,-0.145
24184,-0.285,-0.145
24185,-0.305,-0.15
24186,-0.3,-0.155
24187,-0.3,-0.155
24188,-0.295,-0.16
24189,-0.28,-0.155
24190,-0.285,-0.14
24191,-0.305,-0.15
24192,-0.3,-0.15
24193,-0.295,-0.16
24194,-0.27,-0.155
24195,-0.26,-0.17
24196,-0.26,-0.18
24197,-0.27,-0.18
24198,-0.285,-0.18
24199,-0.265,-0.185
24200,-0.25,-0.175
24201,-0.245,-0.175
24202,-0.255,-0.175
24203,-0.27,-0.19
24204,-0.27,-0.2
24205,-0.25,-0.175
24206,-0.23,-0.17
24207,-0.19,-0.155
24208,-0.15,-0.16
24209,-0.135,-0.155
24210,-0.135,-0.135
24211,-0.155,-0.135
24212,-0.15,-0.125
24213,-0.15,-0.135
24214,-0.15,-0.135
24215,-0.16,-0.155
24216,-0.185,-0.14
24217,-0.21,-0.145
24218,-0.205,-0.13
24219,-0.205,-0.125
24220,-0.215,-0.13
24221,-0.225,-0.135
24222,-0.23,-0.145
24223,-0.22,-0.14
24224,-0.21,-0.145
24225,-0.23,-0.145
24226,-0.25,-0.15
24227,-0.29,-0.165
24228,-0.3,-0.175
24229,-0.295,-0.16
24230,-0.305,-0.14
24231,-0.305,-0.145
24232,-0.33,-0.155
24233,-0.335,-0.17
24234,-0.335,-0.17
24235,-0.34,-0.18
24236,-0.335,-0.165
24237,-0.33,-0.155
24238,-0.32,-0.165
24239,-0.315,-0.195
24240,-0.34,-0.19
24241,-0.34,-0.2
24242,-0.315,-0.175
24243,-0.315,-0.175
24244,-0.335,-0.185
24245,-0.345,-0.21
24246,-0.35,-0.2
24247,-0.35,-0.195
24248,-0.335,-0.18
24249,-0.335,-0.17
24250,-0.33,-0.165
24251,-0.345,-0.18
24252,-0.355,-0.17
24253,-0.355,-0.15
24254,-0.365,-0.145
24255,-0.335,-0.14
24256,-0.205,-0.14
24257,0.015,-0.15
24258,0.32,-0.135
24259,0.695,-0.12
24260,1.075,-0.125
24261,1.325,-0.145
24262,1.305,-0.2
24263,1.045,-0.235
24264,0.69,-0.255
24265,0.36,-0.225
24266,0.105,-0.19
24267,-0.02,-0.16
24268,-0.055,-0.15
24269,-0.095,-0.165
24270,-0.145,-0.17
24271,-0.185,-0.16
24272,-0.205,-0.155
24273,-0.21,-0.15
24274,-0.235,-0.16
24275,-0.27,-0.17
24276,-0.285,-0.175
24277,-0.29,-0.145
24278,-0.3,-0.15
24279,-0.305,-0.155
24280,-0.32,-0.18
24281,-0.315,-0.2
24282,-0.305,-0.195
24283,-0.31,-0.19
24284,-0.36,-0.175
24285,-0.425,-0.185
24286,-0.47,-0.195
24287,-0.495,-0.2
24288,-0.495,-0.195
24289,-0.475,-0.185
24290,-0.455,-0.175
24291,-0.45,-0.17
24292,-0.45,-0.17
24293,-0.455,-0.18
24294,-0.45,-0.165
24295,-0.445,-0.155
24296,-0.425,-0.135
24297,-0.42,-0.13
24298,-0.42,-0.14
24299,-0.42,-0.145
24300,-0.42,-0.145
24301,-0.415,-0.125
24302,-0.415,-0.13
24303,-0.405,-0.13
24304,-0.415,-0.15
24305,-0.435,-0.155
24306,-0.435,-0.14
24307,-0.41,-0.125
24308,-0.4,-0.125
24309,-0.41,-0.13
24310,-0.41,-0.155
24311,-0.42,-0.17
24312,-0.415,-0.155
24313,-0.41,-0.14
24314,-0.415,-0.135
24315,-0.415,-0.145
24316,-0.42,-0.16
24317,-0.42,-0.17
24318,-0.435,-0.16
24319,-0.435,-0.145
24320,-0.43,-0.14
24321,-0.44,-0.15
24322,-0.435,-0.175
24323,-0.43,-0.18
24324,-0.43,-0.17
24325,-0.42,-0.16
24326,-0.405,-0.165
24327,-0.4,-0.165
24328,-0.42,-0.195
24329,-0.435,-0.2
24330,-0.445,-0.185
24331,-0.415,-0.17
24332,-0.405,-0.165
24333,-0.41,-0.18
24334,-0.415,-0.185
24335,-0.42,-0.2
24336,-0.435,-0.18
24337,-0.41,-0.155
24338,-0.4,-0.155
24339,-0.39,-0.16
24340,-0.39,-0.165
24341,-0.405,-0.175
24342,-0.395,-0.155
24343,-0.37,-0.13
24344,-0.365,-0.12
24345,-0.36,-0.125
24346,-0.36,-0.135
24347,-0.36,-0.14
24348,-0.33,-0.14
24349,-0.32,-0.115
24350,-0.315,-0.115
24351,-0.325,-0.12
24352,-0.33,-0.14
24353,-0.32,-0.15
24354,-0.32,-0.15
24355,-0.28,-0.14
24356,-0.25,-0.14
24357,-0.235,-0.13
24358,-0.21,-0.15
24359,-0.21,-0.17
24360,-0.225,-0.165
24361,-0.19,-0.155
24362,-0.165,-0.155
24363,-0.17,-0.155
24364,-0.18,-0.175
24365,-0.195,-0.18
24366,-0.21,-0.165
24367,-0.2,-0.145
24368,-0.175,-0.16
24369,-0.16,-0.19
24370,-0.175,-0.195
24371,-0.175,-0.215
24372,-0.18,-0.19
24373,-0.17,-0.18
24374,-0.165,-0.18
24375,-0.16,-0.18
24376,-0.175,-0.195
24377,-0.19,-0.195
24378,-0.195,-0.185
24379,-0.19,-0.175
24380,-0.22,-0.165
24381,-0.255,-0.17
24382,-0.3,-0.17
24383,-0.34,-0.165
24384,-0.335,-0.14
24385,-0.32,-0.125
24386,-0.315,-0.125
24387,-0.335,-0.14
24388,-0.345,-0.14
24389,-0.35,-0.15
24390,-0.35,-0.13
24391,-0.36,-0.11
24392,-0.365,-0.115
24393,-0.365,-0.11
24394,-0.365,-0.125
24395,-0.355,-0.14
24396,-0.37,-0.135
24397,-0.37,-0.115
24398,-0.365,-0.12
24399,-0.365,-0.14
24400,-0.375,-0.16
24401,-0.385,-0.155
24402,-0.385,-0.14
24403,-0.37,-0.135
24404,-0.38,-0.13
24405,-0.39,-0.15
24406,-0.405,-0.165
24407,-0.4,-0.16
24408,-0.405,-0.135
24409,-0.405,-0.14
24410,-0.385,-0.145
24411,-0.375,-0.165
24412,-0.385,-0.18
24413,-0.395,-0.185
24414,-0.415,-0.175
24415,-0.395,-0.175
24416,-0.375,-0.175
24417,-0.365,-0.165
24418,-0.37,-0.17
24419,-0.395,-0.175
24420,-0.39,-0.17
24421,-0.395,-0.16
24422,-0.38,-0.16
24423,-0.375,-0.155
24424,-0.37,-0.155
24425,-0.39,-0.145
24426,-0.405,-0.135
24427,-0.385,-0.115
24428,-0.37,-0.115
24429,-0.36,-0.12
24430,-0.36,-0.115
24431,-0.37,-0.115
24432,-0.375,-0.125
24433,-0.385,-0.11
24434,-0.365,-0.11
24435,-0.36,-0.105
24436,-0.36,-0.115
24437,-0.355,-0.12
24438,-0.355,-0.125
24439,-0.345,-0.125
24440,-0.345,-0.13
24441,-0.34,-0.14
24442,-0.34,-0.14
24443,-0.355,-0.14
24444,-0.37,-0.14
24445,-0.36,-0.135
24446,-0.355,-0.14
24447,-0.35,-0.12
24448,-0.335,-0.135
24449,-0.34,-0.14
24450,-0.335,-0.155
24451,-0.335,-0.145
24452,-0.34,-0.145
24453,-0.34,-0.14
24454,-0.365,-0.145
24455,-0.35,-0.175
24456,-0.335,-0.18
24457,-0.335,-0.17
24458,-0.325,-0.155
24459,-0.34,-0.155
24460,-0.355,-0.155
24461,-0.375,-0.165
24462,-0.375,-0.175
24463,-0.345,-0.17
24464,-0.325,-0.14
24465,-0.325,-0.14
24466,-0.34,-0.15
24467,-0.365,-0.145
24468,-0.37,-0.14
24469,-0.375,-0.125
24470,-0.355,-0.115
24471,-0.365,-0.1
24472,-0.37,-0.105
24473,-0.395,-0.13
24474,-0.385,-0.135
24475,-0.36,-0.11
24476,-0.345,-0.11
24477,-0.325,-0.1
24478,-0.315,-0.11
24479,-0.31,-0.125
24480,-0.305,-0.115
24481,-0.255,-0.115
24482,-0.21,-0.1
24483,-0.23,-0.105
24484,-0.29,-0.115
24485,-0.36,-0.15
24486,-0.405,-0.15
24487,-0.44,-0.145
24488,-0.455,-0.13
24489,-0.44,-0.14
24490,-0.42,-0.145
24491,-0.4,-0.145
24492,-0.385,-0.15
24493,-0.36,-0.125
24494,-0.33,-0.125
24495,-0.295,-0.135
24496,-0.3,-0.16
24497,-0.345,-0.17
